MORADA DOS HERÓIS;;;;
13;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ NÃO
VOTARIA DE JEITO NENHUM A PREFEITO OU PREFEITA DO MUNICÍPIO?";26;100.00%
;13.1;LAURA ARAUJO;7;26.92%
;13.2;TXAI (ORABOLAS);0;0.00%
;13.3;JULIA HORTA;0;0.00%
;13.4;MARTA GERVÁSIO;1;3.85%
;13.5;TÃOZINHO;2;7.69%
;13.6;QUERALA DA CENIBRA;0;0.00%
;13.7;MORIÁ;1;3.85%
;13.8;ANTÔNIO PIMENTEL;0;0.00%
;13.9;ARTUR MOREIRA;0;0.00%
;13.1;NÃO SABE/N. RESP.;15;57.69%
14;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A
VEREADOR? ESPONTÂNEA";26;100.00%
;14.1.1;FUBA;3;11.54%
;14.1.2;SANDRA BUENO;2;7.69%
;14.1.3;TÃOZINHO;1;3.85%
;14.1.4;EDUARDO RIBEIRO;1;3.85%
;14.2;NÃO SABE/N. RESP.;19;73.08%
15;;"QUEM VOCÊ CONSIDERA A MAIOR LIDERANÇA DO
BAIRRO QUE MORA? ESPONTÂNEA";26;100.00%
;15.1.1;SANDRA BUENO;2;7.69%
;15.1.2;CRISTIAN;1;3.85%
;15.1.3;FUBÁ;1;3.85%
;15.2;NÃO SABE/N. RESP.;22;84.62%
