COLINA E BAIRRO DE FÁTIMA;;;;
;10.1.6;INFRAESTRUTURA;1;2.38%
;10.1.7;EDUCAÇÃO;1;2.38%
;10.1.8;CONSTRUIR UMA CRECHE;1;2.38%
;10.1.9;COLETA COLETIVA;1;2.38%
;10.2;NS/NR;4;9.52%
11;;SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA? ESPONTÂNIA;42;100.00%
;11.1;LAURA ARAUJO;2;4.76%
;11.2;JULIA HORTA;2;4.76%
;11.3;ARTUR MOREIRA;1;2.38%
;11.4;NÃO SABE / N. RESP.;37;88.10%
12;;SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA DO MUNICÍPIO? ESTIMULADA;42;100.00%
;12.1;LAURA ARAUJO;4;9.52%
;12.2;TXAI (ORABOLAS);0;0.00%
;12.3;JULIA HORTA;5;11.90%
;12.4;MARTA GERVÁSIO;0;0.00%
;12.5;TÃOZINHO;0;0.00%
;12.6;QUERALA DA CENIBRA;1;2.38%
;12.7;MORIÁ;1;2.38%
;12.8;ANTÔNIO PIMENTEL;0;0.00%
;12.9;ARTUR MOREIRA;2;4.76%
;12.1;NÃO SABE/N. RESP.;29;69.05%
13;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ NÃO VOTARIA DE JEITO NENHUM A PREFEITO OU
PREFEITA DO MUNICÍPIO?";42;100.00%
;13.1;LAURA ARAUJO;4;9.52%
;13.2;TXAI (ORABOLAS);1;2.38%
;13.3;JULIA HORTA;0;0.00%
;13.4;MARTA GERVÁSIO;0;0.00%
;13.5;TÃOZINHO;1;2.38%
;13.6;QUERALA DA CENIBRA;2;4.76%
;13.7;MORIÁ;5;11.90%
;13.8;ANTÔNIO PIMENTEL;1;2.38%
;13.9;ARTUR MOREIRA;1;2.38%
;13.1;NÃO SABE/N. RESP.;27;64.29%
14;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A
VEREADOR? ESPONTÂNEA";42;100.00%
;14.1.1;EDVALDO;2;4.76%
;14.1.2;CRISTIAN;2;4.76%
;14.1.3;MORIÁ;1;2.38%
;14.2;NÃO SABE/N. RESP.;37;88.10%
15;;QUEM VOCÊ CONSIDERA A MAIOR LIDERANÇA DO BAIRRO QUE MORA? ESPONTÂNEA;42;100.00%
;15.1.1;LIA;1;2.38%
;15.2;NÃO SABE/N. RESP.;41;97.62%
