SANTA MARIA;;;;
;10.1.5;CALÇAMENTO;1;2.38%
;10.1.6;ÁREA DE LAZER;1;2.38%
;10.1.7;ACESSIBILIDADE AO IDOSO;4;9.52%
;10.1.8;ACADEMIA AO AR LIVRE;1;2.38%
;10.1.9;POLICIAMENTO NAS ESCOLAS;1;2.38%
;10.1.10;TRANSPORTE;3;7.14%
;10.1.11;FARMÁCIA;1;2.38%
;10.1.12;CLÍNICA PARA DEPENDESTES;1;2.38%
;10.2;NS/NR;7;16.67%
11;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA?
ESPONTÂNEA";42;100.00%
;11.1;LAURA ARAUJO;15;35.71%
;11.2;TXAI (ORABOLAS);2;4.76%
;11.3;JULIA HORTA;2;4.76%
;11.4;MORIÁ;1;2.38%
;11.5;NÃO SABE / N. RESP.;22;52.38%
12;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA DO MUNICÍPIO?
ESTIMULADA";42;100.00%
;12.1;LAURA ARAUJO;16;38.10%
;12.2;TXAI (ORABOLAS);2;4.76%
;12.3;JULIA HORTA;4;9.52%
;12.4;MARTA GERVÁSIO;0;0.00%
;12.5;TÃOZINHO;0;0.00%
;12.6;QUERALA DA CENIBRA;0;0.00%
;12.7;MORIÁ;2;4.76%
;12.8;ANTÔNIO PIMENTEL;1;2.38%
;12.9;ARTUR MOREIRA;0;0.00%
;12.1;NÃO SABE/N. RESP.;17;40.48%
13;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ NÃO VOTARIA DE JEITO NENHUM A PREFEITO OU
PREFEITA DO MUNICÍPIO?";42;100.00%
;13.1;LAURA ARAUJO;6;14.29%
;13.2;TXAI (ORABOLAS);4;9.52%
;13.3;JULIA HORTA;1;2.38%
;13.4;MARTA GERVÁSIO;6;14.29%
;13.5;TÃOZINHO;0;0.00%
;13.6;QUERALA DA CENIBRA;1;2.38%
;13.7;MORIÁ;0;0.00%
;13.8;ANTÔNIO PIMENTEL;0;0.00%
;13.9;ARTUR MOREIRA;0;0.00%
;13.1;NÃO SABE/N. RESP.;24;57.14%
14;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A
VEREADOR? ESPONTÂNEA";42;100.00%
;14.1.1;JULIA HORTA;3;7.14%
;14.1.2;MORIÁ;2;4.76%
;14.1.3;RONALDINHO;3;7.14%
;14.1.4;DIEGO FERRAMENTA;4;9.52%
;14.1.5;OSVALDO;1;2.38%
;14.2;NÃO SABE/N. RESP.;29;69.05%
15;;"QUEM VOCÊ CONSIDERA A MAIOR LIDERANÇA DO
BAIRRO QUE MORA? ESPONTÂNEA";42;100.00%
;15.1.1;DIEGO FERRAMENTA;6;14.29%
;15.2;NÃO SABE/N. RESP.;36;85.71%
